기존,전처리
땅콩버터(중국산)14%,땅콩버터
프로텍스500[동물성분해물,프로텍스
 김(국산)4.02%, 김
 돈혈(국내산), 돈혈
L-아스코르빈산Na,L아스코르빈산Na
진한가쓰오액상소스17.17%<<고형분31.00%,진한가쓰오액상소스고형분
 65brix), brix
멸치야채육수[정제수,멸치야채육수
스위트칠리소스,스위트칠리소스
BBM-B3%,BBMB
다크컨파운드칩스(준초콜릿)[설탕,다크컨파운드칩스
 에이치브이피-에이지(중국산/식물성가수분해단백물, 에이치브이피에이지
닭고기35%(국산),닭고기
 천연향료, 천연향료
 표고버섯 1.5%(국내산), 표고버섯 
폴리펜톡스,폴리펜톡스
조미닭가슴살후레이크,조미닭가슴살후레이크
혼합분(혼합가공전지분유(전지분유;네덜란드산)),혼합분
크림밀크향)]5.4%,크림밀크향
후렌치머스타드10.5%{미국산(식초44.4%,후렌치머스타드미국산
어니언스분말),어니언스분말
비타민A,비타민A
볶음검정깨(중국산)0.7%,볶음검정깨
비타민D3분말0.00044%(비타민D3,비타민D분말
레드페퍼로얄[BV-20,레드페퍼로얄
핫씨즈닝,핫씨즈닝
스트로우베리(미국)농축액,스트로우베리농축액
홍삼성분함량70mg/g),홍삼성분함량mgg
적무색소 ·체리 0.25%,적무색소 체리 
가슴살시즈닝5.3%(정백당,가슴살시즈닝
 현미식초(국내산), 현미식초
산삼배양근생물(국내산)1.8%],산삼배양근생물
23.1%,
고소한말분말,고소한말분말
(토마토즙으로31.25%)],
천사섬함초액,천사섬함초액
증점제(카제인나트륨),증점제
쇠고기육수91.6887%[정제수,쇠고기육수
전란액(계란:국내산),전란액
세균수기준)15.85%,세균수기준
에스토니아등)),에스토니아등
L아르기닌,L아르기닌
침출차 75%[플라워프루트티 99.7%(독일산 / 사과,침출차 
화이트와인2%,화이트와인
폭립소스CO(HOT)[토마토케첩[토마토페이스트24%<외국산(미국,폭립소스CO
 키위퓨레27%(키위 100%/뉴질랜드산), 키위퓨레
다시마추출액-씨,다시마추출액씨
*삼호어묵 모둠전골 어묵(242g)-연육63.25%{외국산(파키스탄,삼호어묵 모둠전골 어묵연육외국산
산양유(국산)100%함량,산양유함량
혼합귀리분(호주산),혼합귀리분
찹쌀(국산)16%,찹쌀
볶음양파분말,볶음양파분말
 옥배유[옥수수배아:외국산(미국, 옥배유
 정제소금]15%, 정제소금
혼합가공치즈(마스카포네치즈92%,혼합가공치즈
탕양념1,탕양념
천일염0.6%(국내산),천일염
유기농설탕 4%,유기농설탕 
혼합제제(카나우바왁스,혼합제제
떡갈비시즈닝엠3,떡갈비시즈닝엠
고형분30.2%),고형분
수입산50%),수입산
내추럴카로틴,내추럴카로틴
 *사골곰탕국밥액상스프:사골엑기스50%(뉴질랜드산:사골농축액, 사골곰탕국밥액상스프사골엑기스
*오꼬노미야끼파우더:밀가루(밀:미국,오꼬노미야끼파우더밀가루
딸기향 솜사탕분말(이소말트,딸기향 솜사탕분말
쇠고기6.27%(호주산),쇠고기
국산)4.70% 계피농축추출물(고형분35%,국산 계피농축추출물
 식물성유지(팜분별유, 식물성유지
발아약콩분말3%(국산),발아약콩분말
유기농현미(국내산)71.75%,유기농현미
스모크향(혼합제제:스모크후레바,스모크향
별미튀김3호10.58%[밀가루(밀:미국산/호주산),별미튀김호
분리완두단백(프랑스산),분리완두단백
탈지분유(외국산:국가명은홈페이지에별도표시),탈지분유
 난백가루(덴마크산), 난백가루
닭염통(국내산)5%,닭염통
 인삼가루, 인삼가루
표고버섯화이버,표고버섯화이버
가쓰오부시추출액,가쓰오부시추출액
 알로에즙액54.8%, 알로에즙액
너트메그코팅,너트메그코팅
쑥갓),쑥갓
 감자후레이크 39%(감자 99.4%), 감자후레이크 
혼합간장(탈지대두/수입산),혼합간장
 볶음흑참깨, 볶음흑참깨
 천일염(국내산, 천일염
울금분말,울금분말
혼합분유{(탈지분유,혼합분유
생각분,생각분
소고기전골-에스,소고기전골에스
돼지고기[국산]77.07%,돼지고기
건고추 100%(국산),건고추 
 분리유단백분말 1%, 분리유단백분말 
혼합제제(토코페롤WS,혼합제제
양파(국산)8.14%,양파
 찹쌀가루(국산), 찹쌀가루
 백후추(베트남, 백후추
껌베이스(합성감미료(수크랄로스)),껌베이스
미국)]25%,미국
 가공버터(뉴질랜드산/버터유, 가공버터
분말혼합양념{고춧가루1.57%,분말혼합양념고춧가루
천연바닐라추출물(마다가스카르산)0.005%,천연바닐라추출물
피클링설트[정제소금,피클링설트
돼지고기(수입산88.9%,돼지고기
원액두유87%[대두-외국산(미국,원액두유
크림소다향분말,크림소다향분말
 종가집김치전용풀 l [호화쌀혼합분말(쌀:국산)], 종가집김치전용풀 l 
간장(대두밀),간장
구연삼나트륨,구연삼나트륨
국내산42%)}/우유,국내산우유
 벨기에산 38%), 벨기에산 
국산 5.56%},국산 
밀(미국산)10%,밀
대파 3%(국산),대파 
산화방지제,산화방지제
정벡당,정벡당
다이스토마토29%(미국산:토마토,다이스토마토
 매운맛분말, 매운맛분말
 체다&사워크림씨즈닝[크리미풍미베이스(짭짤한맛인핸서(가공소금 미국산)), 체다사워크림씨즈닝
 참기름[참깨100%(외국산:인도, 참기름
 혼합제제1[분말비타민A, 혼합제제
 정제소금] / 이탈리아산, 정제소금  이탈리아산
토마토스파게티소스,토마토스파게티소스
치즈스틱배터믹스-1[중력분,치즈스틱배터믹스
고기장국분말,고기장국분말
냉동연육 72%(수입산),냉동연육 
알파탈지대두분],알파탈지대두분
크림분말(우유),크림분말
 전분가공품 II, 전분가공품 II
버터1.5%,버터
액상과당],액상과당
백설탕5.8%,백설탕
유기농현미가루(유기농현미:국내산)42.57%,유기농현미가루
분말생강,분말생강
 낙지엑기스0.16%[낙지56.95%(중국산)], 낙지엑기스
아미노산원장(탈지대두:외국산),아미노산원장
대두단백2%당근분2%,대두단백당근분
정제염2.5%,정제염
 탄산마그네슘)] 11%, 탄산마그네슘 
호주산)},호주산
레몬농축액(이스라엘산)2.0%,레몬농축액
간장베이스액],간장베이스액
고추양념(고춧가루8.5%,고추양념
아로맥스H,아로맥스H
기타식용유지가공품,기타식용유지가공품
글리신▶빈대떡어묵(9.0%)냉동연육[외국산],글리신빈대떡어묵냉동연육
자몽농축과즙액AJ(미국산),자몽농축과즙액AJ
 검은콩추출물 0.1%(고형분 60%이상, 검은콩추출물 
오렌지필),오렌지필
시즈닝오닐-2(합성착향료첨가(겨자향),시즈닝오닐
전분)0.7%,전분
고춧가루0.60%,고춧가루
Gold빵가루(강락둥신일식품생지용(밀:밀가루,Gold빵가루
오징어향G1.0%,오징어향G
합성착색료(이산화티타늄,합성착색료
혼합양념(고춧가루:중국산),혼합양념
녹차풍미유 *스프류:정제염,녹차풍미유 스프류정제염
망고농축액(망고과즙으로20%,망고농축액
천일염1.73%(국산/전남 신안산),천일염
당근 캐비지토마토소테-양배추,당근 캐비지토마토소테양배추
치즈향미분,치즈향미분
볶은콩향오일(유화제,볶은콩향오일
파프리카추출색소0.09%,파프리카추출색소
옥수수 가루 26%(호주산),옥수수 가루 
 다크초콜릿[벨기에산/설탕44.77%, 다크초콜릿
정제염0.2%,정제염
 양파분말2, 양파분말
조제종국,조제종국
대두유(토코페롤),대두유
서리태(국산)100%,서리태
정제소금:국산,정제소금국산
 제이키퍼(글리세린, 제이키퍼
 혼합제제(향미제), 혼합제제
브라질산49%,브라질산
정제소금(국산)],정제소금
영양강화제1,영양강화제
Non-fat milk preparation(네덜란드),Nonfat milk preparation
혼합식용유(가공유지(팜분별유)79.9%;말레이시아산,혼합식용유말레이시아산
계피분말,계피분말
유기농우유(국내산)1.02%,유기농우유
대두유혼합제제[D-소르비톨액,대두유혼합제제
 코코아분말(싱가포르, 코코아분말
유기농설탕(아르헨티나,유기농설탕
클라카우어0.61%(코리안더,클라카우어
"합성착향료(허니향)
특정성분명및함량:아카시아꿀(국산)3.2%","합성착향료
특정성분명및함량아카시아꿀"
탄탄면오일,탄탄면오일
에스프레소 커피추출액(고형분3.6%이상,에스프레소 커피추출액
딸기농축액1%(배합함량딸기100%,딸기농축액
치킨시즈닝[정제소금(국산),치킨시즈닝
 비타민E) •녹차분말(국내산) 1.5%, 비타민E 녹차분말 
야자유(인도네시아산),야자유
검은깨(외국산:중국)4.2%,검은깨
닭발(덴마크산)60.64%,닭발
프락토올리고장,프락토올리고장
 가쓰오추출액(가쓰오부시 : 인도네시아산), 가쓰오추출액
갈릭스파이스(수입산)],갈릭스파이스
 난소화성말토덱스트린(식이섬유85%이상), 난소화성말토덱스트린
포리믹스-씨에스,포리믹스씨에스
효모분말,효모분말
소고기다시다,소고기다시다
버터맛분말,버터맛분말
60Brix 60%이상) 50% 덱스트린]2.98%,Brix 이상  덱스트린
식빵가루[밀가루(밀/수입산),식빵가루
에스제이시즈닝,에스제이시즈닝
혼합제제2(말토덱스트린분말,혼합제제
커피원두(콜롬비아40%,커피원두
자몽농축과즙39%(미국산),자몽농축과즙
면-소맥분65%(밀,면소맥분
쇠고기맛국물내기분말엔엠(쇠고기,쇠고기맛국물내기분말엔엠
 카멩베르치즈시즈닝, 카멩베르치즈시즈닝
생강7%(국산),생강
함초농축액,함초농축액
 톰바치즈C[자연치즈(우유)75%(호주산), 톰바치즈C
소맥분(밀:호주산),소맥분
유화제 제주골드키위(14g×11개입)-물엿,유화제 제주골드키위물엿
쇠고기진육44.77%{다시마추출액[정제수,쇠고기진육다시마추출액
무말랭이60%(국내산),무말랭이
엿기름{겉보리(국산)}],엿기름겉보리
 현미 30%(국산), 현미 
파라옥시안식향산에틸(보존료),파라옥시안식향산에틸
망고패션후르츠향),망고패션후르츠향
 검정콩, 검정콩
식물농축액(헛개나무열매,식물농축액
검정깨(중국산),검정깨
혼합제제[치자청색소,혼합제제
적강낭콩24.7%(수입산),적강낭콩
현미유28.93%(태국산),현미유
 유산균발효분말[유산균발효분말(중국산), 유산균발효분말
알뜰복합믹스[에리쏘르빈산나트륨(산화방지제),알뜰복합믹스
 누들프리믹스(메밀가루S), 누들프리믹스
유기농녹차35%(국내산),유기농녹차
해조칼슘(아일랜드산)0.84%,해조칼슘
오징어(페루산)80.05%설탕,오징어설탕
 베트남 등)/어육, 베트남 등어육
카놀라유(캐나다),카놀라유
 합성향료(레몬라임향, 합성향료
 팩틴 젤란검, 팩틴 젤란검
다시다[정제염,다시다
마늘(국내산)6.74%,마늘
 천연착향료(아몬드향, 천연착향료
유기농밀가루36.61%[밀(호주),유기농밀가루
정제올리브유(대두),정제올리브유
 파프리카 3%(생물함량기준), 파프리카 
홍차향),홍차향
대두다당류) ,대두다당류 
미트햄맛후레이크,미트햄맛후레이크
양배추(국산)2.5%,양배추
가공유청분말제이,가공유청분말제이
비타셀L-600],비타셀L
프로바이오틱유산균[1억(1x10^8)마리/ml이상],프로바이오틱유산균마리ml이상
적포도발효농축액(고형분23% 이상,적포도발효농축액
후라이드믹스C{전분[옥수수전분(수입산),후라이드믹스C전분
 케일 0.44% 적양배추 0.33%] 1.55%, 케일  적양배추  
우유(국산)67.8%,우유
라임농축액(65Brix,라임농축액
해조칼슘(아일랜드산)0.8%,해조칼슘
국산)0.1%,국산
마늘(국내산)20%,마늘
연육Ⅱ(베트남산/어육,연육Ⅱ
포도씨유(스페인산),포도씨유
생대파9.11%/국산),생대파국산
 떡볶이분말, 떡볶이분말
레몬엣센스향),레몬엣센스향
검은콩농축액0.8%(국산),검은콩농축액
 새우분태분말(국산), 새우분태분말
혼합유장분(우유),혼합유장분
조개류(홍합포함),조개류
 비타민B2인산에스테르나트륨, 비타민B인산에스테르나트륨
후추(국산),후추
고소미#M31210],고소미M
  고춧가루3%(국산),  고춧가루
유기농설탕(브라질산)4.5%,유기농설탕
혼다시에스,혼다시에스
유당(우유:미국산),유당
 요구르트향, 요구르트향
오리고기(국내산)100%,오리고기
 사과농축액, 사과농축액
 유기농베리블랜드0.1%, 유기농베리블랜드
빵가루[밀가루(밀:중국산),빵가루
간장분말11.56%[간장90%(탈지대두:인도산,간장분말
캬라멜색소,캬라멜색소
 쇼트닝(경화유), 쇼트닝
건파슬리플레이크,건파슬리플레이크
오븐커틀렛샐러드믹스(170g)-두부코코넛치킨까스29.5%[닭고기(가슴살/국산),오븐커틀렛샐러드믹스두부코코넛치킨까스
고형분30%이상)2%,고형분이상
신안군),신안군
유기쌀(국산)14%,유기쌀
토마토페이스트(토마토) 특정원료 양파12.5%,토마토페이스트 특정원료 양파
프로필렌글리콜} 사과맛:백설탕,프로필렌글리콜 사과맛백설탕
땅콩가공분[물엿,땅콩가공분
스위트콘65%(옥수수,스위트콘
옥배유:44%(캐나다산),옥배유
 생물기준40%), 생물기준
혼합분유(독일산)[탈지분유,혼합분유
 딸기(유기농, 딸기
절임고들빼기65.7%[고들뻬기98%(국산),절임고들빼기
사골추출물분말,사골추출물분말
돈피묵,돈피묵
 할라페노올레오레진0.32%], 할라페노올레오레진
동해염지제-K[L-글루타민산나트륨(향미증진제)],동해염지제K
구운아몬드20%[아몬드(미국산)100%],구운아몬드
건조멸치,건조멸치
 고추요리유, 고추요리유
토마토페이스트15%(토마토100%,토마토페이스트
